time	temp
15/03/2013 04:45	18.3567
15/03/2013 05:00	18.33
15/03/2013 05:15	18.2827
15/03/2013 05:30	18.2267
15/03/2013 05:45	18.1393
15/03/2013 06:00	18.068
15/03/2013 06:15	18.0233
15/03/2013 06:30	17.956
15/03/2013 06:45	17.8847
15/03/2013 07:00	17.83
15/03/2013 07:15	17.7513
15/03/2013 07:30	17.7287
15/03/2013 07:45	17.7133
15/03/2013 08:00	17.7133
15/03/2013 08:15	17.708
15/03/2013 08:30	17.596
15/03/2013 08:45	17.5847
15/03/2013 09:00	17.622
15/03/2013 09:15	17.704
15/03/2013 09:30	17.82
15/03/2013 09:45	17.918
15/03/2013 10:00	18.0507
15/03/2013 10:15	18.222
15/03/2013 10:30	18.3893
15/03/2013 10:45	18.58
15/03/2013 11:00	18.7587
15/03/2013 11:15	18.962
15/03/2013 11:30	19.164
15/03/2013 11:45	19.378
15/03/2013 12:00	19.59
15/03/2013 12:15	19.7993
15/03/2013 12:30	19.9867
15/03/2013 12:45	20.1427
15/03/2013 13:00	20.324
15/03/2013 13:15	20.5067
15/03/2013 13:30	20.6693
15/03/2013 13:45	20.836
15/03/2013 14:00	20.972
15/03/2013 14:15	21.0907
15/03/2013 14:30	21.232
15/03/2013 14:45	21.3573
15/03/2013 15:00	21.44
15/03/2013 15:15	21.508
15/03/2013 15:30	21.5493
15/03/2013 15:45	21.5587
15/03/2013 16:00	21.584
15/03/2013 16:15	21.5627
15/03/2013 16:30	21.544
15/03/2013 16:45	21.508
15/03/2013 17:00	21.436
15/03/2013 17:15	21.3613
15/03/2013 17:30	21.2613
15/03/2013 17:45	21.164
15/03/2013 18:00	21.0627
15/03/2013 18:15	20.9653
15/03/2013 18:30	20.844
15/03/2013 18:45	20.7307
15/03/2013 19:00	20.62
15/03/2013 19:15	20.512
15/03/2013 19:30	20.3933
15/03/2013 19:45	20.278
15/03/2013 20:00	20.172
15/03/2013 20:15	20.0567
15/03/2013 20:30	19.9253
15/03/2013 20:45	19.812
15/03/2013 21:00	19.692
15/03/2013 21:15	19.5873
15/03/2013 21:30	19.46
15/03/2013 21:45	19.342
15/03/2013 22:00	19.2353
15/03/2013 22:15	19.1
15/03/2013 22:30	18.9687
15/03/2013 22:45	18.8733
15/03/2013 23:00	18.7487
15/03/2013 23:15	18.6267
15/03/2013 23:30	18.5293
15/03/2013 23:45	18.4027
16/03/2013 00:00	18.2813
16/03/2013 00:15	18.1533
16/03/2013 00:30	18.0213
16/03/2013 00:45	17.8933
16/03/2013 01:00	17.7953
16/03/2013 01:15	17.67
16/03/2013 01:30	17.5487
16/03/2013 01:45	17.4327
16/03/2013 02:00	17.3387
16/03/2013 02:15	17.1967
16/03/2013 02:30	17.072
16/03/2013 02:45	16.9487
16/03/2013 03:00	16.8467
16/03/2013 03:15	16.726
16/03/2013 03:30	16.5987
16/03/2013 03:45	16.4673
16/03/2013 04:00	16.3527
16/03/2013 04:15	16.214
16/03/2013 04:30	16.1107
16/03/2013 04:45	16
16/03/2013 05:00	15.862
16/03/2013 05:15	15.756
16/03/2013 05:30	15.6367
16/03/2013 05:45	15.5093
16/03/2013 06:00	15.392
16/03/2013 06:15	15.294
16/03/2013 06:30	15.19
16/03/2013 06:45	15.0973
16/03/2013 07:00	15
16/03/2013 07:15	14.916
16/03/2013 07:30	14.8547
16/03/2013 07:45	14.8233
16/03/2013 08:00	14.83
16/03/2013 08:15	14.8587
16/03/2013 08:30	14.9367
16/03/2013 08:45	15.0327
16/03/2013 09:00	15.1393
16/03/2013 09:15	15.2927
16/03/2013 09:30	15.464
16/03/2013 09:45	15.6707
16/03/2013 10:00	15.9227
16/03/2013 10:15	16.1753
16/03/2013 10:30	16.424
16/03/2013 10:45	16.724
16/03/2013 11:00	16.9613
16/03/2013 11:15	17.2313
16/03/2013 11:30	17.484
16/03/2013 11:45	17.7447
16/03/2013 12:00	18.0153
16/03/2013 12:15	18.292
16/03/2013 12:30	18.546
16/03/2013 12:45	18.7927
16/03/2013 13:00	18.9967
16/03/2013 13:15	19.23
16/03/2013 13:30	19.4493
16/03/2013 13:45	19.6587
16/03/2013 14:00	19.8467
16/03/2013 14:15	20.0373
16/03/2013 14:30	20.2107
16/03/2013 14:45	20.3667
16/03/2013 15:00	20.5007
16/03/2013 15:15	20.612
16/03/2013 15:30	20.7027
16/03/2013 15:45	20.7467
16/03/2013 16:00	20.7973
16/03/2013 16:15	20.804
16/03/2013 16:30	20.808
16/03/2013 16:45	20.7547
16/03/2013 17:00	20.7147
16/03/2013 17:15	20.6627
16/03/2013 17:30	20.5747
16/03/2013 17:45	20.5133
16/03/2013 18:00	20.43
16/03/2013 18:15	20.3293
16/03/2013 18:30	20.2373
16/03/2013 18:45	20.166
16/03/2013 19:00	20.0807
16/03/2013 19:15	19.9993
16/03/2013 19:30	19.9007
16/03/2013 19:45	19.8167
16/03/2013 20:00	19.732
16/03/2013 20:15	19.6387
16/03/2013 20:30	19.554
16/03/2013 20:45	19.4633
16/03/2013 21:00	19.35
16/03/2013 21:15	19.2593
16/03/2013 21:30	19.162
16/03/2013 21:45	19.046
16/03/2013 22:00	18.954
16/03/2013 22:15	18.8467
16/03/2013 22:30	18.7407
16/03/2013 22:45	18.6447
16/03/2013 23:00	18.5533
16/03/2013 23:15	18.4487
16/03/2013 23:30	18.336
16/03/2013 23:45	18.2307
17/03/2013 00:00	18.1367
17/03/2013 00:15	18.0273
17/03/2013 00:30	17.912
17/03/2013 00:45	17.8267
17/03/2013 01:00	17.73
17/03/2013 01:15	17.6147
17/03/2013 01:30	17.522
17/03/2013 01:45	17.4207
17/03/2013 02:00	17.3353
17/03/2013 02:15	17.2207
17/03/2013 02:30	17.1087
17/03/2013 02:45	17.0033
17/03/2013 03:00	16.9047
17/03/2013 03:15	16.8193
17/03/2013 03:30	16.7153
17/03/2013 03:45	16.5953
17/03/2013 04:00	16.4847
17/03/2013 04:15	16.3653
17/03/2013 04:30	16.2653
17/03/2013 04:45	16.1733
17/03/2013 05:00	16.0647
17/03/2013 05:15	15.962
17/03/2013 05:30	15.8787
17/03/2013 05:45	15.78
17/03/2013 06:00	15.6987
17/03/2013 06:15	15.6027
17/03/2013 06:30	15.5007
17/03/2013 06:45	15.43
17/03/2013 07:00	15.3713
17/03/2013 07:15	15.3433
17/03/2013 07:30	15.3007
17/03/2013 07:45	15.2947
17/03/2013 08:00	15.3207
17/03/2013 08:15	15.3673
17/03/2013 08:30	15.4533
17/03/2013 08:45	15.5667
17/03/2013 09:00	15.7193
17/03/2013 09:15	15.912
17/03/2013 09:30	16.1507
17/03/2013 09:45	16.404
17/03/2013 10:00	16.7087
17/03/2013 10:15	17.0047
17/03/2013 10:30	17.3027
17/03/2013 10:45	17.6147
17/03/2013 11:00	17.9253
17/03/2013 11:15	18.2773
17/03/2013 11:30	18.634
17/03/2013 11:45	18.9313
17/03/2013 12:00	19.278
17/03/2013 12:15	19.6307
17/03/2013 12:30	19.9507
17/03/2013 12:45	20.2887
17/03/2013 13:00	20.5953
17/03/2013 13:15	20.8707
17/03/2013 13:30	21.1547
17/03/2013 13:45	21.4453
17/03/2013 14:00	21.7227
17/03/2013 14:15	21.984
17/03/2013 14:30	22.2307
17/03/2013 14:45	22.44
17/03/2013 15:00	22.6267
17/03/2013 15:15	22.8093
17/03/2013 15:30	22.96
17/03/2013 15:45	23.088
17/03/2013 16:00	23.168
17/03/2013 16:15	23.2293
17/03/2013 16:30	23.2533
17/03/2013 16:45	23.292
17/03/2013 17:00	23.2853
17/03/2013 17:15	23.2373
17/03/2013 17:30	23.232
17/03/2013 17:45	23.2107
17/03/2013 18:00	23.168
17/03/2013 18:15	23.124
17/03/2013 18:30	23.0693
17/03/2013 18:45	23.008
17/03/2013 19:00	22.9413
17/03/2013 19:15	22.88
17/03/2013 19:30	22.8147
17/03/2013 19:45	22.7533
17/03/2013 20:00	22.6707
17/03/2013 20:15	22.5813
17/03/2013 20:30	22.5013
17/03/2013 20:45	22.4107
17/03/2013 21:00	22.296
17/03/2013 21:15	22.2107
17/03/2013 21:30	22.1053
17/03/2013 21:45	22.0293
17/03/2013 22:00	21.916
17/03/2013 22:15	21.828
17/03/2013 22:30	21.7053
17/03/2013 22:45	21.5867
17/03/2013 23:00	21.468
17/03/2013 23:15	21.3507
17/03/2013 23:30	21.232
17/03/2013 23:45	21.1067
18/03/2013 00:00	20.996
18/03/2013 00:15	20.8947
18/03/2013 00:30	20.776
18/03/2013 00:45	20.6987
18/03/2013 01:00	20.592
18/03/2013 01:15	20.5147
18/03/2013 01:30	20.4233
18/03/2013 01:45	20.3433
18/03/2013 02:00	20.2673
18/03/2013 02:15	20.1793
18/03/2013 02:30	20.096
18/03/2013 02:45	20.0233
18/03/2013 03:00	19.9293
18/03/2013 03:15	19.852
18/03/2013 03:30	19.7693
18/03/2013 03:45	19.6713
18/03/2013 04:00	19.5687
18/03/2013 04:15	19.4567
18/03/2013 04:30	19.3667
18/03/2013 04:45	19.2673
18/03/2013 05:00	19.1653
18/03/2013 05:15	19.0533
18/03/2013 05:30	18.9553
18/03/2013 05:45	18.87
18/03/2013 06:00	18.77
18/03/2013 06:15	18.664
18/03/2013 06:30	18.566
18/03/2013 06:45	18.4827
18/03/2013 07:00	18.3767
18/03/2013 07:15	18.322
18/03/2013 07:30	18.278
18/03/2013 07:45	18.2513
18/03/2013 08:00	18.282
18/03/2013 08:15	18.3193
18/03/2013 08:30	18.3867
18/03/2013 08:45	18.518
18/03/2013 09:00	18.6427
18/03/2013 09:15	18.8013
18/03/2013 09:30	18.9927
18/03/2013 09:45	19.196
18/03/2013 10:00	19.4273
18/03/2013 10:15	19.668
18/03/2013 10:30	19.9133
18/03/2013 10:45	20.1853
18/03/2013 11:00	20.4393
18/03/2013 11:15	20.7053
18/03/2013 11:30	20.968
18/03/2013 11:45	21.2427
18/03/2013 12:00	21.5107
18/03/2013 12:15	21.8027
18/03/2013 12:30	22.04
18/03/2013 12:45	22.284
18/03/2013 13:00	22.5053
18/03/2013 13:15	22.7253
18/03/2013 13:30	22.952
18/03/2013 13:45	23.1547
18/03/2013 14:00	23.3453
18/03/2013 14:15	23.4933
18/03/2013 14:30	23.6413
18/03/2013 14:45	23.788
18/03/2013 15:00	23.9027
18/03/2013 15:15	24.016
18/03/2013 15:30	24.0733
18/03/2013 15:45	24.128
18/03/2013 16:00	24.192
18/03/2013 16:15	24.192
18/03/2013 16:30	24.184
18/03/2013 16:45	24.128
18/03/2013 17:00	24.076
18/03/2013 17:15	24.008
18/03/2013 17:30	23.9293
18/03/2013 17:45	23.8427
18/03/2013 18:00	23.7573
18/03/2013 18:15	23.6547
18/03/2013 18:30	23.548
18/03/2013 18:45	23.444
18/03/2013 19:00	23.3667
18/03/2013 19:15	23.284
18/03/2013 19:30	23.1987
18/03/2013 19:45	23.0933
18/03/2013 20:00	22.992
18/03/2013 20:15	22.9067
18/03/2013 20:30	22.8147
18/03/2013 20:45	22.7213
18/03/2013 21:00	22.6093
18/03/2013 21:15	22.508
18/03/2013 21:30	22.4013
18/03/2013 21:45	22.2853
18/03/2013 22:00	22.1987
18/03/2013 22:15	22.0827
18/03/2013 22:30	21.976
18/03/2013 22:45	21.8653
18/03/2013 23:00	21.7493
18/03/2013 23:15	21.6267
18/03/2013 23:30	21.4827
18/03/2013 23:45	21.3667
19/03/2013 00:00	21.24
19/03/2013 00:15	21.0907
19/03/2013 00:30	20.968
19/03/2013 00:45	20.836
19/03/2013 01:00	20.72
19/03/2013 01:15	20.6053
19/03/2013 01:30	20.4853
19/03/2013 01:45	20.356
19/03/2013 02:00	20.228
19/03/2013 02:15	20.104
19/03/2013 02:30	19.9833
19/03/2013 02:45	19.8527
19/03/2013 03:00	19.7167
19/03/2013 03:15	19.5907
19/03/2013 03:30	19.456
19/03/2013 03:45	19.3327
19/03/2013 04:00	19.2033
19/03/2013 04:15	19.0613
19/03/2013 04:30	18.9253
19/03/2013 04:45	18.8093
19/03/2013 05:00	18.6687
19/03/2013 05:15	18.5507
19/03/2013 05:30	18.4133
19/03/2013 05:45	18.2613
19/03/2013 06:00	18.1113
19/03/2013 06:15	17.9547
19/03/2013 06:30	17.8193
19/03/2013 06:45	17.694
19/03/2013 07:00	17.5847
19/03/2013 07:15	17.4973
19/03/2013 07:30	17.428
19/03/2013 07:45	17.378
19/03/2013 08:00	17.3533
19/03/2013 08:15	17.3233
19/03/2013 08:30	17.3433
19/03/2013 08:45	17.3807
19/03/2013 09:00	17.4253
19/03/2013 09:15	17.4513
19/03/2013 09:30	17.476
19/03/2013 09:45	17.5593
19/03/2013 10:00	17.6953
19/03/2013 10:15	17.894
19/03/2013 10:30	18.138
19/03/2013 10:45	18.37
19/03/2013 11:00	18.628
19/03/2013 11:15	18.8673
19/03/2013 11:30	19.0773
19/03/2013 11:45	19.2573
19/03/2013 12:00	19.46
19/03/2013 12:15	19.674
19/03/2013 12:30	19.8773
19/03/2013 12:45	20.0227
19/03/2013 13:00	20.1547
19/03/2013 13:15	20.3027
19/03/2013 13:30	20.47
19/03/2013 13:45	20.612
19/03/2013 14:00	20.752
19/03/2013 14:15	20.8893
19/03/2013 14:30	21.0227
19/03/2013 14:45	21.144
19/03/2013 15:00	21.2653
19/03/2013 15:15	21.3613
19/03/2013 15:30	21.428
19/03/2013 15:45	21.4253
19/03/2013 16:00	21.4013
19/03/2013 16:15	21.3987
19/03/2013 16:30	21.3773
19/03/2013 16:45	21.328
19/03/2013 17:00	21.232
19/03/2013 17:15	21.1373
19/03/2013 17:30	21.0493
19/03/2013 17:45	20.9453
19/03/2013 18:00	20.8373
19/03/2013 18:15	20.7253
19/03/2013 18:30	20.624
19/03/2013 18:45	20.5253
19/03/2013 19:00	20.41
19/03/2013 19:15	20.2747
19/03/2013 19:30	20.162
19/03/2013 19:45	20.05
19/03/2013 20:00	19.9227
19/03/2013 20:15	19.8027
19/03/2013 20:30	19.6587
19/03/2013 20:45	19.5333
19/03/2013 21:00	19.3947
19/03/2013 21:15	19.2573
19/03/2013 21:30	19.1207
19/03/2013 21:45	18.9867
19/03/2013 22:00	18.8833
19/03/2013 22:15	18.7667
19/03/2013 22:30	18.634
19/03/2013 22:45	18.526
19/03/2013 23:00	18.3987
19/03/2013 23:15	18.29
19/03/2013 23:30	18.17
19/03/2013 23:45	18.0567
20/03/2013 00:00	17.934
20/03/2013 00:15	17.8433
20/03/2013 00:30	17.7447
20/03/2013 00:45	17.6347
20/03/2013 01:00	17.5373
20/03/2013 01:15	17.4453
20/03/2013 01:30	17.3727
20/03/2013 01:45	17.286
20/03/2013 02:00	17.1733
20/03/2013 02:15	17.0687
20/03/2013 02:30	16.9553
20/03/2013 02:45	16.8433
20/03/2013 03:00	16.748
20/03/2013 03:15	16.646
20/03/2013 03:30	16.53
20/03/2013 03:45	16.4313
20/03/2013 04:00	16.3187
20/03/2013 04:15	16.2093
20/03/2013 04:30	16.1147
20/03/2013 04:45	16.0107
20/03/2013 05:00	15.908
20/03/2013 05:15	15.7487
20/03/2013 05:30	15.6333
20/03/2013 05:45	15.5013
20/03/2013 06:00	15.3813
20/03/2013 06:15	15.256
20/03/2013 06:30	15.9627
20/03/2013 06:45	16.008
20/03/2013 07:00	16.0433
20/03/2013 07:15	16.0927
20/03/2013 07:30	16.176
20/03/2013 07:45	16.268
20/03/2013 08:00	16.4
20/03/2013 08:15	16.5673
20/03/2013 08:30	16.7373
20/03/2013 08:45	16.9393
20/03/2013 09:00	17.1887
20/03/2013 09:15	17.3793
20/03/2013 09:30	17.5847
20/03/2013 09:45	17.8167
20/03/2013 10:00	18.0853
20/03/2013 10:15	18.3633
20/03/2013 10:30	18.6467
20/03/2013 10:45	18.9227
20/03/2013 11:00	19.2113
20/03/2013 11:15	19.4947
20/03/2013 11:30	19.7773
20/03/2013 11:45	20.062
20/03/2013 12:00	20.3267
20/03/2013 12:15	20.5987
20/03/2013 12:30	20.8373
20/03/2013 12:45	21.1013
20/03/2013 13:00	21.36
20/03/2013 13:15	21.6107
20/03/2013 13:30	21.852
20/03/2013 13:45	22.0733
20/03/2013 14:00	22.2907
20/03/2013 14:15	22.5027
20/03/2013 14:30	22.708
20/03/2013 14:45	22.8987
20/03/2013 15:00	23.0453
20/03/2013 15:15	23.1933
20/03/2013 15:30	23.304
20/03/2013 15:45	23.3893
20/03/2013 16:00	23.452
20/03/2013 16:15	23.508
20/03/2013 16:30	23.5187
20/03/2013 16:45	23.512
20/03/2013 17:00	23.464
20/03/2013 17:15	23.4067
20/03/2013 17:30	23.3707
20/03/2013 17:45	23.296
20/03/2013 18:00	23.2267
20/03/2013 18:15	23.18
20/03/2013 18:30	23.084
20/03/2013 18:45	22.992
20/03/2013 19:00	22.9053
20/03/2013 19:15	22.8307
20/03/2013 19:30	22.7347
20/03/2013 19:45	22.6467
20/03/2013 20:00	22.5413
20/03/2013 20:15	22.432
20/03/2013 20:30	22.3293
20/03/2013 20:45	22.216
20/03/2013 21:00	22.104
20/03/2013 21:15	21.9733
20/03/2013 21:30	21.84
20/03/2013 21:45	21.7053
20/03/2013 22:00	21.5613
20/03/2013 22:15	21.4453
20/03/2013 22:30	21.304
20/03/2013 22:45	21.1533
20/03/2013 23:00	21.0227
20/03/2013 23:15	20.88
20/03/2013 23:30	20.7573
20/03/2013 23:45	20.6387
21/03/2013 00:00	20.5133
21/03/2013 00:15	20.38
21/03/2013 00:30	20.246
21/03/2013 00:45	20.1253
21/03/2013 01:00	20.002
21/03/2013 01:15	19.88
21/03/2013 01:30	19.7573
21/03/2013 01:45	19.6347
21/03/2013 02:00	19.5233
21/03/2013 02:15	19.3947
21/03/2013 02:30	19.2787
21/03/2013 02:45	19.1787
21/03/2013 03:00	19.05
21/03/2013 03:15	18.936
21/03/2013 03:30	18.8333
21/03/2013 03:45	18.7053
21/03/2013 04:00	18.6073
21/03/2013 04:15	18.5047
21/03/2013 04:30	18.3767
21/03/2013 04:45	18.27
21/03/2013 05:00	18.136
21/03/2013 05:15	18.0247
21/03/2013 05:30	17.8973
21/03/2013 05:45	17.792
21/03/2013 06:00	17.674
21/03/2013 06:15	17.562
21/03/2013 06:30	17.472
21/03/2013 06:45	17.384
21/03/2013 07:00	17.3167
21/03/2013 07:15	17.2833
21/03/2013 07:30	17.2593
21/03/2013 07:45	17.262
21/03/2013 08:00	17.31
21/03/2013 08:15	17.3547
21/03/2013 08:30	17.454
21/03/2013 08:45	17.5773
21/03/2013 09:00	17.752
21/03/2013 09:15	17.968
21/03/2013 09:30	18.2227
21/03/2013 09:45	18.4813
21/03/2013 10:00	18.7493
21/03/2013 10:15	19.0393
21/03/2013 10:30	19.368
21/03/2013 10:45	19.7013
21/03/2013 11:00	20.0213
21/03/2013 11:15	20.354
21/03/2013 11:30	20.6787
21/03/2013 11:45	21.056
21/03/2013 12:00	21.428
21/03/2013 12:15	21.736
21/03/2013 12:30	22.0507
21/03/2013 12:45	22.3613
21/03/2013 13:00	22.6827
21/03/2013 13:15	22.9733
21/03/2013 13:30	23.2707
21/03/2013 13:45	23.5427
21/03/2013 14:00	23.8307
21/03/2013 14:15	24.0853
21/03/2013 14:30	24.3333
21/03/2013 14:45	24.5693
21/03/2013 15:00	24.776
21/03/2013 15:15	24.9787
21/03/2013 15:30	25.1347
21/03/2013 15:45	25.2653
21/03/2013 16:00	25.392
21/03/2013 16:15	25.4693
21/03/2013 16:30	25.5147
21/03/2013 16:45	25.54
21/03/2013 17:00	25.528
21/03/2013 17:15	25.5107
21/03/2013 17:30	25.4867
21/03/2013 17:45	25.432
21/03/2013 18:00	25.3613
21/03/2013 18:15	25.3
21/03/2013 18:30	25.2173
21/03/2013 18:45	25.1427
21/03/2013 19:00	25.072
21/03/2013 19:15	24.992
21/03/2013 19:30	24.916
21/03/2013 19:45	24.8373
21/03/2013 20:00	24.76
21/03/2013 20:15	24.6493
21/03/2013 20:30	24.56
21/03/2013 20:45	24.4853
21/03/2013 21:00	24.38
21/03/2013 21:15	24.2813
21/03/2013 21:30	24.1707
21/03/2013 21:45	24.0587
21/03/2013 22:00	23.9547
21/03/2013 22:15	23.8613
21/03/2013 22:30	23.74
21/03/2013 22:45	23.6227
21/03/2013 23:00	23.5173
21/03/2013 23:15	23.4027
21/03/2013 23:30	23.308
21/03/2013 23:45	23.1947
22/03/2013 00:00	23.0773
22/03/2013 00:15	22.9613
22/03/2013 00:30	22.8347
22/03/2013 00:45	22.7187
22/03/2013 01:00	22.5787
22/03/2013 01:15	22.4573
22/03/2013 01:30	22.32
22/03/2013 01:45	22.184
22/03/2013 02:00	22.0653
22/03/2013 02:15	21.916
22/03/2013 02:30	21.8053
22/03/2013 02:45	21.6867
22/03/2013 03:00	21.56
22/03/2013 03:15	21.4347
22/03/2013 03:30	21.304
22/03/2013 03:45	21.1867
22/03/2013 04:00	21.0693
22/03/2013 04:15	20.92
22/03/2013 04:30	20.7973
22/03/2013 04:45	20.6973
22/03/2013 05:00	20.5653
22/03/2013 05:15	20.4733
22/03/2013 05:30	20.3527
22/03/2013 05:45	20.2347
22/03/2013 06:00	20.136
22/03/2013 06:15	20.0267
22/03/2013 06:30	19.9367
22/03/2013 06:45	19.8533
22/03/2013 07:00	19.7747
22/03/2013 07:15	19.7373
22/03/2013 07:30	19.7207
22/03/2013 07:45	19.7433
22/03/2013 08:00	19.76
22/03/2013 08:15	19.8247
22/03/2013 08:30	19.9073
22/03/2013 08:45	20.0367
22/03/2013 09:00	20.1653
22/03/2013 09:15	20.338
22/03/2013 09:30	20.544
22/03/2013 09:45	20.7507
22/03/2013 10:00	20.984
22/03/2013 10:15	21.2213
22/03/2013 10:30	21.4533
22/03/2013 10:45	21.712
22/03/2013 11:00	21.944
22/03/2013 11:15	22.1933
22/03/2013 11:30	22.488
22/03/2013 11:45	22.7773
22/03/2013 12:00	22.9893
22/03/2013 12:15	23.1693
22/03/2013 12:30	23.3147
22/03/2013 12:45	23.4813
22/03/2013 13:00	23.628
22/03/2013 13:15	23.724
22/03/2013 13:30	23.8
22/03/2013 13:45	23.852
22/03/2013 14:00	23.912
22/03/2013 14:15	23.9667
22/03/2013 14:30	24.008
22/03/2013 14:45	24.0347
22/03/2013 15:00	24.0613
22/03/2013 15:15	24.0773
22/03/2013 15:30	24.0987
22/03/2013 15:45	24.0827
22/03/2013 16:00	24.0747
22/03/2013 16:15	24.0467
22/03/2013 16:30	24.032
22/03/2013 16:45	23.9787
22/03/2013 17:00	23.9373
22/03/2013 17:15	23.9
22/03/2013 17:30	23.8453
22/03/2013 17:45	23.7853
22/03/2013 18:00	23.736
22/03/2013 18:15	23.648
22/03/2013 18:30	23.5893
22/03/2013 18:45	23.508
22/03/2013 19:00	23.4173
22/03/2013 19:15	23.364
22/03/2013 19:30	23.276
22/03/2013 19:45	23.2053
22/03/2013 20:00	23.1173
22/03/2013 20:15	23.0107
22/03/2013 20:30	22.9213
22/03/2013 20:45	22.832
22/03/2013 21:00	22.7133
22/03/2013 21:15	22.62
22/03/2013 21:30	22.508
22/03/2013 21:45	22.4053
22/03/2013 22:00	22.2853
22/03/2013 22:15	22.1667
22/03/2013 22:30	22.0573
22/03/2013 22:45	21.9373
22/03/2013 23:00	21.832
22/03/2013 23:15	21.72
22/03/2013 23:30	21.576
22/03/2013 23:45	21.4413
23/03/2013 00:00	21.3093
23/03/2013 00:15	21.1667
23/03/2013 00:30	21.0347
23/03/2013 00:45	20.8773
23/03/2013 01:00	20.736
23/03/2013 01:15	20.616
23/03/2013 01:30	20.498
23/03/2013 01:45	20.3627
23/03/2013 02:00	20.2353
23/03/2013 02:15	20.0933
23/03/2013 02:30	19.972
23/03/2013 02:45	19.8267
23/03/2013 03:00	19.698
23/03/2013 03:15	19.5833
23/03/2013 03:30	19.4593
23/03/2013 03:45	19.3427
23/03/2013 04:00	19.242
23/03/2013 04:15	19.1147
23/03/2013 04:30	18.9913
23/03/2013 04:45	18.89
23/03/2013 05:00	18.7667
23/03/2013 05:15	18.6647
23/03/2013 05:30	18.5607
23/03/2013 05:45	18.4573
23/03/2013 06:00	18.3393
23/03/2013 06:15	18.238
23/03/2013 06:30	18.1567
23/03/2013 06:45	18.0727
23/03/2013 07:00	17.99
23/03/2013 07:15	17.9527
